movieid,title,cluster_no,rating
44761,Brick,16,3.88
44773,"Dead Hate the Living!, The",1,3.0
44777,Evil Aliens,17,4.5
44788,This Film Is Not Yet Rated,3,3.5
44828,Slither,17,3.0
44840,"Benchwarmers, The",1,2.77
44849,Renaissance,12,2.5
44851,Go for Zucker! (Alles auf Zucker!),1,5.0
44864,Friends with Money,10,3.25
44889,Reefer Madness: The Movie Musical,7,4.75
44929,Candy,5,4.25
44931,Secrets of a Soul (Geheimnisse einer Seele),0,4.5
44937,"Child, The (L'enfant)",16,4.0
44943,9/11,3,5.0
44972,Scary Movie 4,1,2.25
44974,Hard Candy,13,3.5
45028,"Prairie Home Companion, A",7,3.67
45062,"Sentinel, The",16,2.75
45074,"Wild, The",11,2.5
45081,Silent Hill,15,2.96
45106,American Dreamz,7,3.0
45175,Kinky Boots,7,3.75
45183,"Protector, The (a.k.a. Warrior King) (Tom yum goong)",8,3.0
45186,Mission: Impossible III,6,3.59
45208,RV,11,2.0
45210,United 93,16,4.14
45221,Stick It,1,2.58
45361,"American Haunting, An",13,1.5
45382,Down in the Valley,5,3.25
45431,Over the Hedge,11,3.43
45440,Art School Confidential,7,3.33
45442,Poseidon,6,2.88
45447,"Da Vinci Code, The",13,3.12
45499,X-Men: The Last Stand,12,3.36
45501,"Break-Up, The",10,2.59
45503,Peaceful Warrior,0,5.0
45517,Cars,2,3.38
45635,"Notorious Bettie Page, The",0,3.0
45648,Game 6,7,2.5
45658,On a Clear Day,0,2.0
45666,Nacho Libre,1,2.46
45668,"Lake House, The",5,3.1
45672,Click,10,2.98
45720,"Devil Wears Prada, The",7,3.56
45722,Pirates of the Caribbean: Dead Man's Chest,6,3.51
45726,"You, Me and Dupree",1,2.17
45728,Clerks II,1,3.88
45730,Lady in the Water,0,2.83
45732,My Super Ex-Girlfriend,21,1.58
45880,Marie Antoinette,5,3.19
45928,Who Killed the Electric Car?,3,3.7
45950,"Inconvenient Truth, An",3,3.58
45969,Career Opportunities,21,2.5
46062,High School Musical,10,2.0
46105,I Am a Sex Addict,21,4.5
46231,Stoned,0,2.0
46322,Jet Li's Fearless (Huo Yuan Jia),14,3.12
46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The)",8,2.09
46337,Garfield: A Tail of Two Kitties,2,2.25
46347,Metal: A Headbanger's Journey,3,4.0
46367,"Public Eye, The",8,2.0
46530,Superman Returns,18,3.08
46559,"Road to Guantanamo, The",0,3.5
46572,Edmond,13,3.5
46574,"OH in Ohio, The",1,2.5
46578,Little Miss Sunshine,7,3.88
46664,"Fallen Idol, The",13,2.5
46723,Babel,13,3.5
46772,Strangers with Candy,1,2.5
46850,Wordplay,3,4.0
46855,Army of Shadows (L'armée des ombres),14,4.5
46862,Orchestra Rehearsal (Prova d'orchestra),0,3.5
46865,Little Man,1,1.0
46948,Monster House,2,3.11
46965,Snakes on a Plane,15,2.64
46967,Scoop,1,3.38
46970,Talladega Nights: The Ballad of Ricky Bobby,1,3.25
46972,Night at the Museum,1,3.24
46974,World Trade Center,0,2.67
46976,Stranger than Fiction,10,3.69
47044,Miami Vice,8,2.75
47099,"Pursuit of Happyness, The",0,3.79
47122,John Tucker Must Die,21,2.72
47124,"Ant Bully, The",11,3.25
47200,Crank,12,3.43
47202,"Secret Life of Words, The",5,4.0
47254,Chaos,8,3.5
47261,"Night Listener, The",4,2.83
47382,Step Up,5,3.5
47384,Zoom,7,2.5
156553,Zoom,7,2.5
47404,Mind Game,11,4.25
47423,Half Nelson,0,4.0
47446,"Moustache, La",13,3.5
47465,Tideland,13,3.0
47491,Adam's Apples (Adams æbler),7,4.17
47516,Material Girls,7,2.0
47518,Accepted,1,2.93
47538,Crime Busters,19,2.5
47566,Born to Kill,16,4.0
47610,"Illusionist, The",5,3.78
47629,The Queen,0,3.73
47640,Beerfest,1,3.5
47646,Idlewild,16,4.0
47721,"Red Balloon, The (Ballon rouge, Le)",2,3.5
47725,Angel-A,10,3.5
47736,"Chump at Oxford, A",1,5.0
47774,"Icicle Thief, The (Ladri di saponette)",1,3.0
47793,"Puffy Chair, The",5,2.5
47894,"Wind That Shakes the Barley, The",0,3.75
47937,Severance,15,3.0
47950,Hollywoodland,16,3.2
47952,"Covenant, The",15,3.0
47970,"Last Kiss, The",7,3.83
47978,SherryBaby,0,2.5
47997,Idiocracy,9,3.72
47999,Jesus Camp,0,4.07
48001,"Bow, The (Hwal)",5,4.0
48032,"Tiger and the Snow, The (La tigre e la neve)",10,4.0
48043,"Fountain, The",5,3.5
48045,Fear City: A Family-Style Comedy (La cité de la peur),1,4.0
48082,"Science of Sleep, The (La science des rêves)",10,3.86
48142,"Black Dahlia, The",16,3.25
48150,"Woods, The",17,3.0
48161,Gridiron Gang,0,3.0
48214,Land of Plenty (Angst and Alienation in America),0,3.5
48262,"Bridge, The",3,4.0
48304,Apocalypto,13,3.61
48319,Flyboys,14,2.0
48322,Jackass Number Two,1,3.57
48342,Conversations with Other Women,10,4.0
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1,3.35
48394,"Pan's Labyrinth (Laberinto del fauno, El)",13,3.81
48414,Open Season,11,3.0
48416,School for Scoundrels,20,2.5
48516,"Departed, The",16,4.25
48518,"Texas Chainsaw Massacre: The Beginning, The",15,2.5
48560,Running With Scissors,7,2.5
48596,"Marine, The",14,2.75
48598,Infamous,0,3.75
48638,Fellini's Casanova (Il Casanova di Federico Fellini),5,3.5
48649,Chapayev,0,4.5
48678,Feast,15,2.83
138702,Feast,10,2.83
48696,Little Children,5,3.88
48698,Deliver Us from Evil,3,4.0
112727,Deliver Us from Evil,15,4.0
48738,"Last King of Scotland, The",13,3.98
48741,"U.S. vs. John Lennon, The",3,4.0
48744,Shortbus,10,4.0
48774,Children of Men,12,3.95
48780,"Prestige, The",13,4.01
48783,Flags of Our Fathers,0,3.45
48872,13 Tzameti,4,4.5
48877,Saw III,15,3.05
48879,Catch a Fire,13,3.25
48883,Death of a President,16,3.25
48982,Flushed Away,1,3.5
48997,Perfume: The Story of a Murderer,16,3.25
49013,"Santa Clause 3: The Escape Clause, The",1,2.75
49110,Mom and Dad Save the World,9,2.0
49130,"Good Year, A",10,3.67
49132,Shut Up & Sing,3,3.0
49220,For Your Consideration,1,2.38
49263,Fuck,1,3.0
49265,Shooting Dogs (a.k.a. Beyond the Gates),0,4.0
49274,Happy Feet,11,2.68
49276,Let's Go to Prison,1,1.33
49278,Déjà Vu (Deja Vu),12,3.3
49280,Bobby,0,3.83
49284,10 Items or Less,10,2.67
49286,"Holiday, The",21,3.21
49314,Harsh Times,19,3.0
49347,Fast Food Nation,0,3.83
49396,Tenacious D in The Pick of Destiny,1,3.44
49524,"Nativity Story, The",0,3.5
49530,Blood Diamond,8,3.76
49649,Eragon,6,2.33
49651,Rocky Balboa,14,3.32
49666,Fur: An Imaginary Portrait of Diane Arbus,5,3.0
49688,"Dam Busters, The",14,4.0
49735,Another Gay Movie,1,3.5
49772,"Painted Veil, The",5,4.0
49793,We Are Marshall,0,3.75
49822,"Good Shepherd, The",13,3.14
49824,Dreamgirls,0,3.1
49910,Freedom Writers,0,3.75
49917,When the Levees Broke: A Requiem in Four Acts,3,4.0
49932,Inland Empire,13,3.67
49957,"History Boys, The",7,3.0
49961,Notes on a Scandal,0,3.75
50003,DOA: Dead or Alive,6,2.0
50005,Curse of the Golden Flower (Man cheng jin dai huang jin jia),14,2.5
50064,"Good German, The",13,3.0
50068,Letters from Iwo Jima,0,3.71
50158,Stomp the Yard,0,2.5
50160,Miss Potter,0,3.75
50189,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile),21,1.17
50274,Venus,5,3.5
50354,The Return of Don Camillo,1,3.0
50356,The Little World of Don Camillo,1,3.0
50440,Primeval,15,2.0
50442,Alpha Dog,16,3.12
50514,After the Wedding (Efter brylluppet),0,3.5
50601,Bridge to Terabithia,11,2.78
50610,Beer League,1,4.0
50613,Dead Meat,17,4.5
50658,49 Up,3,4.0
50685,Waitress,10,3.83
50740,Seven Up!,3,3.83
50792,Catch and Release,10,2.25
50794,Smokin' Aces,8,3.1
50796,Blood and Chocolate,5,2.0
50798,Epic Movie,1,1.12
50800,"Messengers, The",13,2.5
50802,Because I Said So,10,3.0
50804,Hannibal Rising,13,3.5
50806,Norbit,21,1.0
50842,"Boss of It All, The (Direktøren for det hele)",7,4.5
50851,Cocaine Cowboys,3,4.5
50872,Ratatouille,2,3.87
50912,"Paris, I Love You (Paris, je t'aime)",5,2.94
50923,"Astronaut Farmer, The",0,2.25
50942,"Wake Up, Ron Burgundy",1,3.5
50954,It's a Boy Girl Thing,21,1.0
50999,"Ugly Duckling and Me!, The",1,5.0
51024,The Odyssey,0,3.17
51037,Unknown,13,3.2
84601,Unknown,13,3.2
51077,Ghost Rider,12,2.25
51080,Breach,13,3.56
51082,Tyler Perry's Daddy's Little Girls,21,2.0
51084,Music and Lyrics,21,3.1
51086,"Number 23, The",13,2.93
51088,Reno 911!: Miami,1,3.0
51091,Black Snake Moan,0,3.5
51167,My Father and My Son (Babam ve oglum),0,4.5
51174,Factory Girl,0,3.5
51255,Hot Fuzz,19,4.0
51314,Golden Door (Nuovomondo),5,4.5
51357,Citizen X,16,4.0
51412,Next,12,2.82
51471,Amazing Grace,5,3.0
51498,2001 Maniacs,1,3.25
51540,Zodiac,16,3.71
51545,Pusher III: I'm the Angel of Death,13,2.5
51562,Babylon 5: The Gathering,9,4.0
51573,Meshes of the Afternoon,3,3.0
51575,Wild Hogs,1,2.3
51662,300,14,3.68
51666,"Abandoned, The",15,2.0
51694,Starter for 10,5,3.5
51698,"Last Mimzy, The",9,3.0
51705,Priceless (Hors de prix),21,4.25
51709,"Host, The (Gwoemul)",13,4.0
51834,Becoming Jane,5,2.92
51884,"Namesake, The",5,3.67
51903,I Think I Love My Wife,10,2.5
51925,Premonition,13,3.5
51927,Dead Silence,15,3.25
51931,Reign Over Me,0,4.1
51933,Pride,0,3.5
114028,Pride,7,3.5
51935,Shooter,14,3.86
51937,"Hills Have Eyes II, The",15,2.5
51939,TMNT (Teenage Mutant Ninja Turtles),11,3.08
52042,Black Book (Zwartboek),13,2.5
52241,"Lookout, The",16,3.25
52245,Blades of Glory,21,3.09
52279,Are We Done Yet?,1,1.5
52281,Grindhouse,12,3.43
52283,"Reaping, The",15,2.5
52287,Meet the Robinsons,18,3.55
52299,American Hardcore,3,3.5
52319,Inglorious Bastards (Quel maledetto treno blindato),14,3.57
52375,"Hoax, The",16,3.5
52435,How the Grinch Stole Christmas!,2,3.59
52458,Disturbia,13,3.15
52462,Aqua Teen Hunger Force Colon Movie Film for Theaters,18,3.0
52579,"Vie en Rose, La (Môme, La)",0,3.25
52604,Fracture,16,3.67
52644,Vacancy,15,3.75
52668,In the Land of Women,10,4.0
52694,Mr. Bean's Holiday,1,2.88
52712,"Invisible, The",16,2.33
52715,Kickin It Old Skool,1,2.0
52722,Spider-Man 3,12,3.0
52724,Lucky You,7,3.0
52730,It's a Very Merry Muppet Christmas Movie,1,1.5
52767,21 Up,3,4.0
52784,Sharkwater,3,4.0
52831,Maniac Cop,8,3.5
52867,"Ex, The",21,4.0
52885,Paprika (Papurika),9,3.78
52950,Day Watch (Dnevnoy dozor),15,2.5
52952,This Is England,0,4.0
52967,Away from Her,0,3.62
52973,Knocked Up,10,3.65
53000,28 Weeks Later,15,3.6
53022,Wheels on Meals (Kuai can che),19,3.75
53024,Jonestown: The Life and Death of Peoples Temple,3,3.88
53121,Shrek the Third,11,3.02
53123,Once,5,3.94
53125,Pirates of the Caribbean: At World's End,6,3.44
53127,Bug,13,2.88
53129,Mr. Brooks,16,4.0
53138,"Librarian: Return to King Solomon's Mines, The",6,3.5
53140,"Librarian: Quest for the Spear, The",6,3.75
53143,Fay Grim,12,2.0
53161,"I'm a Cyborg, But That's OK (Saibogujiman kwenchana)",10,3.0
53280,"Breed, The",15,5.0
53318,Cashback,10,3.2
55207,Cashback,7,3.2
53322,Ocean's Thirteen,8,3.48
53326,Them (Ils),17,2.0
53355,Sun Alley (Sonnenallee),21,5.0
53435,Hostel: Part II,15,2.0
53447,Paranoid Park,16,4.0
53450,"Legend of Sleepy Hollow, The",17,1.75
101074,"Legend of Sleepy Hollow, The",1,1.75
53453,Starcrash (a.k.a. Star Crash),18,0.5
53460,Surf's Up,2,3.5
53464,Fantastic Four: Rise of the Silver Surfer,18,2.58
53466,Nancy Drew,8,2.83
53468,Fido,15,3.29
53519,Death Proof,8,3.13
53550,Rescue Dawn,14,3.33
53574,"TV Set, The",7,4.0
53578,"Valet, The (La doublure)",1,5.0
53808,Bring It On: All or Nothing,1,2.0
53883,"Power of Nightmares, The: The Rise of the Politics of Fear",3,4.5
53894,Sicko,0,3.71
53921,"Mighty Heart, A",13,3.5
53953,1408,13,3.16
53956,Death at a Funeral,1,3.25
77191,Death at a Funeral,1,3.25
53972,Live Free or Die Hard,8,3.41
53974,License to Wed,21,2.33
53993,Evan Almighty,1,2.54
53996,Transformers,12,3.35
54001,Harry Potter and the Order of the Phoenix,0,3.86
54004,I Now Pronounce You Chuck and Larry,21,3.45
54116,First Snow,13,3.25
54185,Manufactured Landscapes,3,3.75
54190,Across the Universe,5,4.05
54256,Hot Rod,1,3.14
54259,Stardust,21,3.6
54272,"Simpsons Movie, The",1,3.62
54274,I Know Who Killed Me,16,0.5
54276,No Reservations,10,3.25
54281,Charlie Bartlett,7,3.5
54286,"Bourne Ultimatum, The",8,3.7
54354,China Blue,3,4.0
54372,Tell No One (Ne le dis à personne),16,3.83
54503,Superbad,1,3.86
54617,"Brice Man, The (Brice de Nice)",1,3.5
54648,Rush Hour 3,8,2.7
54686,"Last Legion, The",6,3.0
54732,Balls of Fury,1,2.83
54734,Sydney White,1,2.5
54736,"Kingdom, The",14,3.81
54745,Rocket Science,7,3.25
54768,Daddy Day Camp,1,0.5
54771,"Invasion, The",12,3.0
54780,"Nanny Diaries, The",10,3.17
54787,Death Sentence,13,3.5
54796,2 Days in Paris,10,3.5
54881,"King of Kong, The",3,3.92
54908,Taxi 4,1,2.0
54910,Behind the Mask: The Rise of Leslie Vernon,15,4.0
54934,"Brothers Solomon, The",1,0.5
54962,"Nines, The",0,2.5
54995,Planet Terror,18,3.8
54999,Shoot 'Em Up,19,3.46
55020,"Ten, The",1,4.5
55036,Gotti,16,2.5
55052,Atonement,5,3.54
55061,Electroma,0,1.0
55067,Requiem,13,3.5
55069,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile)",0,4.0
55071,No End in Sight,3,4.0
55080,"Brave One, The",16,3.25
55094,In the Valley of Elah,0,3.5
55110,December Boys,0,3.0
55112,Shanghai Kiss,10,4.0
55116,"Hunting Party, The",6,2.67
55118,Eastern Promises,16,4.03
55156,"Unreasonable Man, An",3,4.0
55167,Tekkonkinkreet (Tekkon kinkurîto),6,4.62
55190,Love and Other Disasters,21,3.0
55205,Interview,0,2.5
55232,Resident Evil: Extinction,12,2.95
55241,Mr. Woodcock,1,2.67
55245,Good Luck Chuck,21,3.25
55247,Into the Wild,14,3.9
55250,"Game Plan, The",1,2.67
55253,"Lust, Caution (Se, jie)",5,3.75
55259,"Seeker: The Dark Is Rising, The",6,1.0
55261,"Heartbreak Kid, The",10,2.5
55267,Dan in Real Life,10,3.39
55269,"Darjeeling Limited, The",7,3.43
55272,We Own the Night,16,3.75
55274,Elizabeth: The Golden Age,0,2.75
55276,Michael Clayton,13,3.91
55280,Lars and the Real Girl,7,3.56
55282,30 Days of Night,15,3.18
55290,Gone Baby Gone,16,3.45
55292,"Comebacks, The",1,0.75
55294,Weirdsville,20,2.5
55363,"Assassination of Jesse James by the Coward Robert Ford, The",16,4.1
55391,10th & Wolf,16,4.5
55442,Persepolis,0,4.18
55444,Control,0,4.17
55451,The Jane Austen Book Club,10,3.5
55492,"Last Winter, The",17,4.0
55555,"Edge of Heaven, The (Auf der anderen Seite)",0,3.5
55577,Saw IV,15,3.2
55620,For the Bible Tells Me So,3,3.25
55687,My Kid Could Paint That,3,4.5
55721,Elite Squad (Tropa de Elite),8,4.3
55729,King of California,1,3.0
55765,American Gangster,16,3.91
55768,Bee Movie,1,3.15
55805,Before the Devil Knows You're Dead,16,3.0
55814,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le)",0,4.1
55820,No Country for Old Men,16,3.9
55830,Be Kind Rewind,1,3.4
55844,Itty Bitty Titty Committee,10,3.5
55872,August Rush,0,3.5
55908,"Man from Earth, The",0,4.19
55946,Lions For Lambs,13,4.0
56003,Southland Tales,13,3.0
56012,"Evening with Kevin Smith 2: Evening Harder, An",1,2.75
56022,Harrison Bergeron,0,2.0
56060,I Served the King of England (Obsluhoval jsem anglického krále),10,4.5
56145,"Mist, The",17,3.43
56152,Enchanted,11,3.68
56156,Hitman,8,3.29
56169,Awake,13,4.0
56171,"Golden Compass, The",11,3.11
56174,I Am Legend,12,3.48
56176,Alvin and the Chipmunks,1,1.5
56251,Futurama: Bender's Big Score,9,3.9
56274,Margot at the Wedding,0,3.0
56286,I'm Not There,0,3.5
56333,"Savages, The",7,3.5
56336,Wrong Turn 2: Dead End,15,3.0
56339,"Orphanage, The (Orfanato, El)",13,3.88
56367,Juno,10,3.77
56379,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",3,3.0
56389,My Blueberry Nights,5,4.0
56563,Helvetica,3,3.25
56587,"Bucket List, The",7,3.23
56607,"Kite Runner, The",0,3.33
56620,"Deaths of Ian Stone, The",15,3.0
56715,Wristcutters: A Love Story,5,4.0
56757,Sweeney Todd: The Demon Barber of Fleet Street,13,3.72
56775,National Treasure: Book of Secrets,6,3.04
56782,There Will Be Blood,0,4.14
56788,Charlie Wilson's War,7,3.38
56801,AVPR: Aliens vs. Predator - Requiem,18,2.58
56805,Walk Hard: The Dewey Cox Story,1,3.3
56837,As You Like It,10,3.0
56869,Drained (O cheiro do Ralo),1,4.0
56908,Dedication,10,4.0
56915,"Water Horse: Legend of the Deep, The",11,4.0
56921,Battlestar Galactica: Razor,12,3.8
56941,P.S. I Love You,10,3.09
56949,27 Dresses,21,3.3
57147,Cassandra's Dream,16,4.0
57183,Like Stars on Earth (Taare Zameen Par),0,4.5
57243,"Band's Visit, The (Bikur Ha-Tizmoret)",7,3.5
57274,[REC],13,4.06
57326,In the Name of the King: A Dungeon Siege Tale,6,0.5
57368,Cloverfield,12,3.35
57421,Hatchet,1,4.0
57499,Heaven and Earth (Ten to Chi to),14,3.0
57502,Cat Soup (Nekojiru-so),0,4.0
57504,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo)",10,4.1
57522,First Sunday,20,3.5
57526,Untraceable,8,3.0
57528,Rambo (Rambo 4),14,3.28
57532,Meet the Spartans,1,2.5
57536,Strange Wilderness,1,3.25
57637,"Signal, The",15,4.0
112868,"Signal, The",4,4.0
57640,Hellboy II: The Golden Army,18,3.81
57669,In Bruges,16,4.16
57772,World on a Wire (Welt am Draht),9,3.75
57843,Rise of the Footsoldier,19,4.5
57910,Teeth,1,2.0
57951,Fool's Gold,6,2.33
58025,Jumper,12,3.0
58047,"Definitely, Maybe",10,3.43
58078,"Air I Breathe, The",16,3.0
58103,Vantage Point,14,3.42
58105,"Spiderwick Chronicles, The",11,3.4
58107,Step Up 2 the Streets,5,3.25
58154,"Other Boleyn Girl, The",5,3.79
58156,Semi-Pro,1,2.9
58162,Run Fatboy Run,21,3.0
58191,Taxi to the Dark Side,3,4.0
58287,Descent,13,1.0
58291,College Road Trip,1,4.5
58293,"10,000 BC",4,2.71
58295,"Bank Job, The",8,3.62
58297,Doomsday,12,4.0
58299,Horton Hears a Who!,11,3.44
58301,Funny Games U.S.,13,4.38
58303,"Counterfeiters, The (Die Fälscher)",16,3.33
58306,Mongol,0,2.5
58309,War Dance,3,4.5
58315,"Love Guru, The",1,2.12
58332,Diary of the Dead,17,2.83
58347,Penelope,21,3.5
58351,City of Men (Cidade dos Homens),0,4.0
58376,Zeitgeist: The Movie,3,3.75
58404,Justice League: The New Frontier,18,2.75
58425,Heima,3,4.17
58492,Snow Angels,0,3.0
58554,"Class, The (Klass)",0,3.5
58559,"Dark Knight, The",19,4.24
58627,Never Back Down,14,3.5
58655,Drillbit Taylor,1,3.5
58783,Youth Without Youth,5,2.5
58803,21,16,3.75
58806,Smart People,10,2.75
58826,"Shepherd: Border Patrol, The",8,2.5
58839,Leatherheads,10,2.38
58842,Assembly (Ji jie hao),14,4.5
58870,Zebraman,1,3.5
58876,Stop-Loss,0,3.25
58879,Shine a Light,3,3.5
58964,Inside (À l'intérieur),15,4.0
58972,Nim's Island,11,3.0
58975,"Ruins, The",15,3.5
58998,Forgetting Sarah Marshall,21,3.77
59014,Superhero Movie,18,2.0
59016,Street Kings,16,2.5
59018,"Visitor, The",5,4.5
59022,Harold & Kumar Escape from Guantanamo Bay,1,3.31
59026,99 francs,1,4.0
59037,Speed Racer,18,3.17
59103,"Forbidden Kingdom, The",6,3.83
59118,Happy-Go-Lucky,7,3.5
59126,Religulous,1,3.8
59129,Outpost,17,2.0
59131,Are You Scared?,17,3.5
59141,Son of Rambow,7,4.67
59143,Super High Me,1,4.25
59220,Outsourced,21,3.5
59258,Baby Mama,1,3.14
59295,Expelled: No Intelligence Allowed,3,1.0
59315,Iron Man,18,3.79
167296,Iron Man,0,3.79
59333,Made of Honor,21,2.88
59336,Redbelt,14,3.0
59369,Taken,8,3.62
59387,"Fall, The",0,3.95
59421,What Happens in Vegas...,21,2.75
59429,American Pie Presents Beta House (American Pie 6: Beta House),1,2.75
59440,Bella,5,3.5
59501,"Chronicles of Narnia: Prince Caspian, The",11,3.54
59549,Shelter,5,4.0
59615,Indiana Jones and the Kingdom of the Crystal Skull,18,2.83
59667,Nina's Heavenly Delights,1,4.0
59725,Sex and the City,21,2.41
59727,"Strangers, The",15,3.17
59731,"Bigger, Stronger, Faster*",3,3.5
59738,All the Boys Love Mandy Lane,15,3.0
59784,Kung Fu Panda,2,3.44
59810,Recount,0,3.5
59814,Ex Drummer,20,5.0
59900,You Don't Mess with the Zohan,1,2.87
59915,Stuck,15,3.5
59947,"Protector, The",14,2.0
59985,Chaos Theory,10,4.0
59995,Boy A,16,4.0
60030,Spiral,13,3.75
189111,Spiral,3,3.75
60037,"Happening, The",13,3.0
60040,"Incredible Hulk, The",18,3.17
60046,"Children of Huang Shi, The",0,3.5
60069,WALL·E,11,4.06
60072,Wanted,12,3.16
60074,Hancock,6,3.03
60126,Get Smart,1,3.47
60128,Young People Fucking (a.k.a. YPF),1,2.25
60141,St. Trinian's,1,2.5
60161,Futurama: The Beast with a Billion Backs,18,3.5
60289,Kit Kittredge: An American Girl,7,3.0
60291,Gonzo: The Life and Work of Dr. Hunter S. Thompson,3,3.75
60293,"Wackness, The",10,4.0
60303,Strange Circus (Kimyô na sâkasu),15,4.0
60333,Encounters at the End of the World,3,4.5
60363,Zombie Strippers!,1,0.5
60365,Frosty the Snowman,2,1.5
60389,Battle for Haditha,3,4.0
60397,Mamma Mia!,21,2.96
60408,Welcome to the Sticks (Bienvenue chez les Ch'tis),1,4.5
60471,Rogue,12,3.5
60487,"It's the Great Pumpkin, Charlie Brown",2,3.8
60516,Meet Dave,9,3.5
60522,"Machine Girl, The (Kataude mashin gâru)",15,2.25
60538,Shrooms,15,3.5
60647,Transsiberian,16,2.5
60674,Stargate: Continuum,9,2.5
60684,Watchmen,12,3.99
60735,Shotgun Stories,13,2.5
60737,Watching the Detectives,21,5.0
60753,Felon,16,3.5
60756,Step Brothers,1,3.55
60760,"X-Files: I Want to Believe, The",13,2.88
60766,Man on Wire,3,3.69
60803,"Little Drummer Boy, The",2,2.5
60818,Hogfather (Terry Pratchett's Hogfather),6,4.0
60832,Pathology,15,4.0
60857,"Tracey Fragments, The",0,3.0
60885,"Zone, The (La Zona)",13,3.5
60894,"Edge of Love, The",5,3.0
60904,Heart of a Dog (Sobachye serdtse),7,4.0
60937,"Mummy: Tomb of the Dragon Emperor, The",6,2.64
60941,"Midnight Meat Train, The",15,2.88
60943,Frozen River,0,4.5
60950,Vicky Cristina Barcelona,10,3.09
60979,Batman: Gotham Knight,19,3.5
61011,"Walker, The",0,2.0
61024,Pineapple Express,19,3.68
61026,Red Cliff (Chi bi),14,4.0
61071,"Sisterhood of the Traveling Pants 2, The",10,2.5
61073,Hell Ride,14,2.0
61123,High School Musical 2,10,2.0
61132,Tropic Thunder,6,3.5
61160,Star Wars: The Clone Wars,18,2.36
61167,Henry Poole is Here,0,4.0
61210,Mutant Chronicles,18,3.5
61236,Waltz with Bashir (Vals im Bashir),0,3.0
61240,Let the Right One In (Låt den rätte komma in),5,3.91
61246,Hamlet 2,1,2.0
61248,Death Race,12,3.22
61250,"House Bunny, The",1,2.5
61255,"Rocker, The",1,2.75
61257,I.O.U.S.A. (a.k.a. IOUSA),3,4.0
61262,Mirrors,15,1.5
61289,Sukiyaki Western Django,14,3.33
61319,Somers Town,0,3.5
61323,Burn After Reading,20,3.49
61348,Disaster Movie,1,0.83
61350,Babylon A.D.,12,2.33
61352,Traitor,16,3.38
61394,"Onion Movie, The",1,4.0
